Timestamp,kwh
2024-02-04 01:00:00,4.28
2024-02-04 02:00:00,3.64
2024-02-04 03:00:00,4.48
2024-02-04 04:00:00,3.82
2024-02-04 05:00:00,4.23
2024-02-04 06:00:00,4.21
2024-02-04 07:00:00,3.88
2024-02-04 08:00:00,19.12
2024-02-04 09:00:00,18.98
2024-02-04 10:00:00,16.88
2024-02-04 11:00:00,17.25
2024-02-04 12:00:00,15.02
2024-02-04 13:00:00,18.0
2024-02-04 14:00:00,18.19
2024-02-04 15:00:00,17.17
2024-02-04 16:00:00,18.89
2024-02-04 17:00:00,20.54
2024-02-04 18:00:00,19.03
2024-02-04 19:00:00,4.15
2024-02-04 20:00:00,3.62
2024-02-04 21:00:00,3.75
2024-02-04 22:00:00,3.6
2024-02-04 23:00:00,2.91
2024-02-05 00:00:00,3.68
2024-02-05 01:00:00,4.63
2024-02-05 02:00:00,4.05
2024-02-05 03:00:00,3.96
2024-02-05 04:00:00,3.12
2024-02-05 05:00:00,3.9
2024-02-05 06:00:00,3.64
2024-02-05 07:00:00,3.98
2024-02-05 08:00:00,18.99
2024-02-05 09:00:00,16.19
2024-02-05 10:00:00,16.44
2024-02-05 11:00:00,19.93
2024-02-05 12:00:00,20.36
2024-02-05 13:00:00,22.15
2024-02-05 14:00:00,21.31
2024-02-05 15:00:00,19.41
2024-02-05 16:00:00,16.12
2024-02-05 17:00:00,19.15
2024-02-05 18:00:00,16.92
2024-02-05 19:00:00,4.65
2024-02-05 20:00:00,4.64
2024-02-05 21:00:00,4.31
2024-02-05 22:00:00,4.24
2024-02-05 23:00:00,4.4
2024-02-06 00:00:00,3.49
2024-02-06 01:00:00,3.68
2024-02-06 02:00:00,4.48
2024-02-06 03:00:00,3.3
2024-02-06 04:00:00,3.73
2024-02-06 05:00:00,3.68
2024-02-06 06:00:00,3.77
2024-02-06 07:00:00,3.56
2024-02-06 08:00:00,19.67
2024-02-06 09:00:00,15.69
2024-02-06 10:00:00,17.69
2024-02-06 11:00:00,18.99
2024-02-06 12:00:00,22.26
2024-02-06 13:00:00,20.19
2024-02-06 14:00:00,16.44
2024-02-06 15:00:00,19.19
2024-02-06 16:00:00,18.09
2024-02-06 17:00:00,17.74
2024-02-06 18:00:00,14.67
2024-02-06 19:00:00,4.27
2024-02-06 20:00:00,3.7
2024-02-06 21:00:00,3.73
2024-02-06 22:00:00,3.59
2024-02-06 23:00:00,3.47
2024-02-07 00:00:00,4.09
2024-02-07 01:00:00,4.0
2024-02-07 02:00:00,4.11
2024-02-07 03:00:00,3.99
2024-02-07 04:00:00,4.64
2024-02-07 05:00:00,3.29
2024-02-07 06:00:00,4.28
2024-02-07 07:00:00,3.49
2024-02-07 08:00:00,18.77
2024-02-07 09:00:00,20.04
2024-02-07 10:00:00,22.02
2024-02-07 11:00:00,20.32
2024-02-07 12:00:00,18.12
2024-02-07 13:00:00,19.27
2024-02-07 14:00:00,17.89
2024-02-07 15:00:00,20.86
2024-02-07 16:00:00,19.13
2024-02-07 17:00:00,17.1
2024-02-07 18:00:00,19.04
2024-02-07 19:00:00,4.63
2024-02-07 20:00:00,3.45
2024-02-07 21:00:00,3.13
2024-02-07 22:00:00,3.73
2024-02-07 23:00:00,3.55
2024-02-08 00:00:00,3.4
2024-02-08 01:00:00,4.83
2024-02-08 02:00:00,3.57
2024-02-08 03:00:00,4.37
2024-02-08 04:00:00,4.41
2024-02-08 05:00:00,4.61
2024-02-08 06:00:00,3.78
2024-02-08 07:00:00,4.17
2024-02-08 08:00:00,20.1
2024-02-08 09:00:00,23.15
2024-02-08 10:00:00,18.44
2024-02-08 11:00:00,20.58
2024-02-08 12:00:00,21.53
2024-02-08 13:00:00,22.46
2024-02-08 14:00:00,18.76
2024-02-08 15:00:00,18.73
2024-02-08 16:00:00,20.72
2024-02-08 17:00:00,19.11
2024-02-08 18:00:00,17.63
2024-02-08 19:00:00,3.52
2024-02-08 20:00:00,5.28
2024-02-08 21:00:00,4.61
2024-02-08 22:00:00,3.78
2024-02-08 23:00:00,3.2
2024-02-09 00:00:00,4.72
2024-02-09 01:00:00,4.48
2024-02-09 02:00:00,4.57
2024-02-09 03:00:00,4.21
2024-02-09 04:00:00,3.92
2024-02-09 05:00:00,4.08
2024-02-09 06:00:00,3.56
2024-02-09 07:00:00,4.19
2024-02-09 08:00:00,17.9
2024-02-09 09:00:00,16.9
2024-02-09 10:00:00,17.42
2024-02-09 11:00:00,20.31
2024-02-09 12:00:00,20.27
2024-02-09 13:00:00,20.27
2024-02-09 14:00:00,18.82
2024-02-09 15:00:00,15.89
2024-02-09 16:00:00,19.33
2024-02-09 17:00:00,17.84
2024-02-09 18:00:00,19.15
2024-02-09 19:00:00,3.77
2024-02-09 20:00:00,3.95
2024-02-09 21:00:00,4.98
2024-02-09 22:00:00,3.68
2024-02-09 23:00:00,4.44
2024-02-10 00:00:00,4.02
2024-02-10 01:00:00,3.99
2024-02-10 02:00:00,3.98
2024-02-10 03:00:00,3.97
2024-02-10 04:00:00,5.18
2024-02-10 05:00:00,4.89
2024-02-10 06:00:00,3.36
2024-02-10 07:00:00,3.77
2024-02-10 08:00:00,22.12
2024-02-10 09:00:00,19.06
2024-02-10 10:00:00,20.51
2024-02-10 11:00:00,18.51
2024-02-10 12:00:00,21.43
2024-02-10 13:00:00,19.84
2024-02-10 14:00:00,20.03
2024-02-10 15:00:00,19.94
2024-02-10 16:00:00,22.86
2024-02-10 17:00:00,18.9
2024-02-10 18:00:00,19.83
2024-02-10 19:00:00,3.29
2024-02-10 20:00:00,3.83
2024-02-10 21:00:00,3.26
2024-02-10 22:00:00,3.6
2024-02-10 23:00:00,4.4
2024-02-11 00:00:00,3.64
2024-02-11 01:00:00,4.1
2024-02-11 02:00:00,4.78
2024-02-11 03:00:00,5.06
2024-02-11 04:00:00,3.77
2024-02-11 05:00:00,3.9
2024-02-11 06:00:00,3.58
2024-02-11 07:00:00,3.76
2024-02-11 08:00:00,18.83
2024-02-11 09:00:00,17.06
2024-02-11 10:00:00,17.27
2024-02-11 11:00:00,20.27
2024-02-11 12:00:00,20.86
2024-02-11 13:00:00,19.09
2024-02-11 14:00:00,17.57
2024-02-11 15:00:00,20.3
2024-02-11 16:00:00,19.19
2024-02-11 17:00:00,13.65
2024-02-11 18:00:00,18.45
2024-02-11 19:00:00,5.28
2024-02-11 20:00:00,3.65
2024-02-11 21:00:00,3.08
2024-02-11 22:00:00,4.14
2024-02-11 23:00:00,3.92
2024-02-12 00:00:00,3.66
2024-02-12 01:00:00,4.92
2024-02-12 02:00:00,2.98
2024-02-12 03:00:00,3.97
2024-02-12 04:00:00,4.71
2024-02-12 05:00:00,3.76
2024-02-12 06:00:00,5.16
2024-02-12 07:00:00,4.0
2024-02-12 08:00:00,18.16
2024-02-12 09:00:00,21.29
2024-02-12 10:00:00,17.28
2024-02-12 11:00:00,17.89
2024-02-12 12:00:00,22.37
2024-02-12 13:00:00,20.98
2024-02-12 14:00:00,16.46
2024-02-12 15:00:00,16.43
2024-02-12 16:00:00,17.03
2024-02-12 17:00:00,17.22
2024-02-12 18:00:00,21.93
2024-02-12 19:00:00,3.31
2024-02-12 20:00:00,4.06
2024-02-12 21:00:00,4.1
2024-02-12 22:00:00,3.93
2024-02-12 23:00:00,4.81
2024-02-13 00:00:00,4.5
2024-02-13 01:00:00,4.6
2024-02-13 02:00:00,4.15
2024-02-13 03:00:00,3.86
2024-02-13 04:00:00,4.68
2024-02-13 05:00:00,3.82
2024-02-13 06:00:00,4.75
2024-02-13 07:00:00,4.43
2024-02-13 08:00:00,20.0
2024-02-13 09:00:00,16.88
2024-02-13 10:00:00,15.81
2024-02-13 11:00:00,19.84
2024-02-13 12:00:00,17.28
2024-02-13 13:00:00,21.63
2024-02-13 14:00:00,20.66
2024-02-13 15:00:00,18.42
2024-02-13 16:00:00,13.28
2024-02-13 17:00:00,17.45
2024-02-13 18:00:00,18.45
2024-02-13 19:00:00,4.07
2024-02-13 20:00:00,2.97
2024-02-13 21:00:00,4.07
2024-02-13 22:00:00,3.08
2024-02-13 23:00:00,3.9
2024-02-14 00:00:00,4.29
2024-02-14 01:00:00,3.53
2024-02-14 02:00:00,3.56
2024-02-14 03:00:00,4.27
2024-02-14 04:00:00,3.99
2024-02-14 05:00:00,3.31
2024-02-14 06:00:00,4.29
2024-02-14 07:00:00,4.15
2024-02-14 08:00:00,17.57
2024-02-14 09:00:00,21.93
2024-02-14 10:00:00,18.28
2024-02-14 11:00:00,16.95
2024-02-14 12:00:00,21.8
2024-02-14 13:00:00,21.1
2024-02-14 14:00:00,21.06
2024-02-14 15:00:00,19.5
2024-02-14 16:00:00,20.31
2024-02-14 17:00:00,20.34
2024-02-14 18:00:00,17.62
2024-02-14 19:00:00,4.1
2024-02-14 20:00:00,3.98
2024-02-14 21:00:00,4.4
2024-02-14 22:00:00,4.17
2024-02-14 23:00:00,4.62
2024-02-15 00:00:00,4.04
2024-02-15 01:00:00,3.7
2024-02-15 02:00:00,4.13
2024-02-15 03:00:00,3.42
2024-02-15 04:00:00,3.91
2024-02-15 05:00:00,4.39
2024-02-15 06:00:00,3.85
2024-02-15 07:00:00,4.18
2024-02-15 08:00:00,19.19
2024-02-15 09:00:00,21.9
2024-02-15 10:00:00,17.0
2024-02-15 11:00:00,18.57
2024-02-15 12:00:00,18.53
2024-02-15 13:00:00,20.53
2024-02-15 14:00:00,19.23
2024-02-15 15:00:00,18.04
2024-02-15 16:00:00,19.12
2024-02-15 17:00:00,19.22
2024-02-15 18:00:00,18.6
2024-02-15 19:00:00,4.87
2024-02-15 20:00:00,3.83
2024-02-15 21:00:00,3.65
2024-02-15 22:00:00,3.8
2024-02-15 23:00:00,3.73
2024-02-16 00:00:00,4.46
2024-02-16 01:00:00,4.74
2024-02-16 02:00:00,4.94
2024-02-16 03:00:00,4.0
2024-02-16 04:00:00,3.59
2024-02-16 05:00:00,3.92
2024-02-16 06:00:00,4.08
2024-02-16 07:00:00,3.63
2024-02-16 08:00:00,19.53
2024-02-16 09:00:00,18.57
2024-02-16 10:00:00,20.6
2024-02-16 11:00:00,19.91
2024-02-16 12:00:00,16.25
2024-02-16 13:00:00,21.1
2024-02-16 14:00:00,17.97
2024-02-16 15:00:00,17.76
2024-02-16 16:00:00,18.99
2024-02-16 17:00:00,16.64
2024-02-16 18:00:00,20.63
2024-02-16 19:00:00,4.52
2024-02-16 20:00:00,4.15
2024-02-16 21:00:00,4.55
2024-02-16 22:00:00,4.59
2024-02-16 23:00:00,3.52
2024-02-17 00:00:00,4.21
2024-02-17 01:00:00,3.86
2024-02-17 02:00:00,4.46
2024-02-17 03:00:00,4.4
2024-02-17 04:00:00,3.08
2024-02-17 05:00:00,3.96
2024-02-17 06:00:00,4.47
2024-02-17 07:00:00,4.12
2024-02-17 08:00:00,18.59
2024-02-17 09:00:00,18.07
2024-02-17 10:00:00,16.96
2024-02-17 11:00:00,16.85
2024-02-17 12:00:00,20.71
2024-02-17 13:00:00,17.07
2024-02-17 14:00:00,17.06
2024-02-17 15:00:00,18.25
2024-02-17 16:00:00,17.29
2024-02-17 17:00:00,16.82
2024-02-17 18:00:00,19.46
2024-02-17 19:00:00,4.0
2024-02-17 20:00:00,3.94
2024-02-17 21:00:00,4.88
2024-02-17 22:00:00,3.57
2024-02-17 23:00:00,4.0
2024-02-18 00:00:00,2.75
2024-02-18 01:00:00,4.19
2024-02-18 02:00:00,3.84
2024-02-18 03:00:00,4.84
2024-02-18 04:00:00,4.37
2024-02-18 05:00:00,4.38
2024-02-18 06:00:00,4.39
2024-02-18 07:00:00,3.29
2024-02-18 08:00:00,19.11
2024-02-18 09:00:00,18.07
2024-02-18 10:00:00,17.13
2024-02-18 11:00:00,19.28
2024-02-18 12:00:00,16.94
2024-02-18 13:00:00,21.43
2024-02-18 14:00:00,16.38
2024-02-18 15:00:00,16.01
2024-02-18 16:00:00,15.57
2024-02-18 17:00:00,19.88
2024-02-18 18:00:00,19.5
2024-02-18 19:00:00,3.91
2024-02-18 20:00:00,3.35
2024-02-18 21:00:00,4.22
2024-02-18 22:00:00,4.41
2024-02-18 23:00:00,3.64
2024-02-19 00:00:00,4.28
2024-02-19 01:00:00,3.37
2024-02-19 02:00:00,4.68
2024-02-19 03:00:00,3.71
2024-02-19 04:00:00,3.88
2024-02-19 05:00:00,4.11
2024-02-19 06:00:00,3.84
2024-02-19 07:00:00,3.71
2024-02-19 08:00:00,15.25
2024-02-19 09:00:00,16.26
2024-02-19 10:00:00,14.61
2024-02-19 11:00:00,18.03
2024-02-19 12:00:00,20.95
2024-02-19 13:00:00,19.11
2024-02-19 14:00:00,18.6
2024-02-19 15:00:00,20.58
2024-02-19 16:00:00,19.51
2024-02-19 17:00:00,17.99
2024-02-19 18:00:00,19.07
2024-02-19 19:00:00,4.16
2024-02-19 20:00:00,3.75
2024-02-19 21:00:00,3.75
2024-02-19 22:00:00,4.07
2024-02-19 23:00:00,2.75
2024-02-20 00:00:00,4.46
2024-02-20 01:00:00,3.81
2024-02-20 02:00:00,4.46
2024-02-20 03:00:00,4.08
2024-02-20 04:00:00,4.07
2024-02-20 05:00:00,4.77
2024-02-20 06:00:00,4.35
2024-02-20 07:00:00,3.45
2024-02-20 08:00:00,14.44
2024-02-20 09:00:00,19.33
2024-02-20 10:00:00,18.36
2024-02-20 11:00:00,17.47
2024-02-20 12:00:00,23.37
2024-02-20 13:00:00,20.99
2024-02-20 14:00:00,22.0
2024-02-20 15:00:00,18.39
2024-02-20 16:00:00,18.99
2024-02-20 17:00:00,21.58
2024-02-20 18:00:00,18.88
2024-02-20 19:00:00,4.44
2024-02-20 20:00:00,4.07
2024-02-20 21:00:00,4.67
2024-02-20 22:00:00,4.25
2024-02-20 23:00:00,4.81
2024-02-21 00:00:00,3.84
2024-02-21 01:00:00,3.7
2024-02-21 02:00:00,4.23
2024-02-21 03:00:00,3.85
2024-02-21 04:00:00,4.23
2024-02-21 05:00:00,3.28
2024-02-21 06:00:00,3.36
2024-02-21 07:00:00,3.48
2024-02-21 08:00:00,20.71
2024-02-21 09:00:00,20.03
2024-02-21 10:00:00,20.5
2024-02-21 11:00:00,17.45
2024-02-21 12:00:00,21.06
2024-02-21 13:00:00,17.59
2024-02-21 14:00:00,18.39
2024-02-21 15:00:00,16.63
2024-02-21 16:00:00,22.72
2024-02-21 17:00:00,19.84
2024-02-21 18:00:00,18.96
2024-02-21 19:00:00,3.57
2024-02-21 20:00:00,4.39
2024-02-21 21:00:00,3.73
2024-02-21 22:00:00,3.83
2024-02-21 23:00:00,4.01
2024-02-22 00:00:00,5.24
2024-02-22 01:00:00,3.65
2024-02-22 02:00:00,4.29
2024-02-22 03:00:00,4.87
2024-02-22 04:00:00,3.94
2024-02-22 05:00:00,3.72
2024-02-22 06:00:00,3.29
2024-02-22 07:00:00,3.71
2024-02-22 08:00:00,17.81
2024-02-22 09:00:00,18.5
2024-02-22 10:00:00,20.34
2024-02-22 11:00:00,20.81
2024-02-22 12:00:00,16.5
2024-02-22 13:00:00,18.11
2024-02-22 14:00:00,18.48
2024-02-22 15:00:00,12.05
2024-02-22 16:00:00,14.41
2024-02-22 17:00:00,15.39
2024-02-22 18:00:00,15.3
2024-02-22 19:00:00,4.03
2024-02-22 20:00:00,4.22
2024-02-22 21:00:00,4.74
2024-02-22 22:00:00,5.47
2024-02-22 23:00:00,3.69
2024-02-23 00:00:00,3.77
2024-02-23 01:00:00,4.32
2024-02-23 02:00:00,3.62
2024-02-23 03:00:00,4.47
2024-02-23 04:00:00,3.31
2024-02-23 05:00:00,4.23
2024-02-23 06:00:00,4.46
2024-02-23 07:00:00,3.71
2024-02-23 08:00:00,16.77
2024-02-23 09:00:00,18.62
2024-02-23 10:00:00,17.95
2024-02-23 11:00:00,23.51
2024-02-23 12:00:00,17.02
2024-02-23 13:00:00,18.91
2024-02-23 14:00:00,19.08
2024-02-23 15:00:00,17.93
2024-02-23 16:00:00,19.23
2024-02-23 17:00:00,15.19
2024-02-23 18:00:00,19.32
2024-02-23 19:00:00,3.87
2024-02-23 20:00:00,4.36
2024-02-23 21:00:00,4.21
2024-02-23 22:00:00,3.7
2024-02-23 23:00:00,3.83
2024-02-24 00:00:00,3.4
2024-02-24 01:00:00,4.2
2024-02-24 02:00:00,3.96
2024-02-24 03:00:00,4.06
2024-02-24 04:00:00,3.55
2024-02-24 05:00:00,4.58
2024-02-24 06:00:00,3.89
2024-02-24 07:00:00,3.69
2024-02-24 08:00:00,21.86
2024-02-24 09:00:00,16.2
2024-02-24 10:00:00,17.04
2024-02-24 11:00:00,17.02
2024-02-24 12:00:00,19.65
2024-02-24 13:00:00,18.2
2024-02-24 14:00:00,17.46
2024-02-24 15:00:00,16.73
2024-02-24 16:00:00,19.0
2024-02-24 17:00:00,20.6
2024-02-24 18:00:00,19.68
2024-02-24 19:00:00,3.5
2024-02-24 20:00:00,4.07
2024-02-24 21:00:00,4.23
2024-02-24 22:00:00,3.38
2024-02-24 23:00:00,4.57
2024-02-25 00:00:00,4.7
2024-02-25 01:00:00,3.53
2024-02-25 02:00:00,4.03
2024-02-25 03:00:00,3.35
2024-02-25 04:00:00,4.36
2024-02-25 05:00:00,3.22
2024-02-25 06:00:00,4.13
2024-02-25 07:00:00,3.06
2024-02-25 08:00:00,19.82
2024-02-25 09:00:00,20.5
2024-02-25 10:00:00,22.77
2024-02-25 11:00:00,18.43
2024-02-25 12:00:00,19.43
2024-02-25 13:00:00,18.58
2024-02-25 14:00:00,21.41
2024-02-25 15:00:00,20.61
2024-02-25 16:00:00,20.52
2024-02-25 17:00:00,19.37
2024-02-25 18:00:00,18.25
2024-02-25 19:00:00,3.14
2024-02-25 20:00:00,3.37
2024-02-25 21:00:00,3.74
2024-02-25 22:00:00,4.3
2024-02-25 23:00:00,3.9
2024-02-26 00:00:00,4.61
2024-02-26 01:00:00,3.79
2024-02-26 02:00:00,3.61
2024-02-26 03:00:00,3.99
2024-02-26 04:00:00,4.99
2024-02-26 05:00:00,4.25
2024-02-26 06:00:00,4.17
2024-02-26 07:00:00,4.08
2024-02-26 08:00:00,16.15
2024-02-26 09:00:00,17.62
2024-02-26 10:00:00,15.55
2024-02-26 11:00:00,18.41
2024-02-26 12:00:00,20.29
2024-02-26 13:00:00,22.86
2024-02-26 14:00:00,21.49
2024-02-26 15:00:00,17.38
2024-02-26 16:00:00,21.14
2024-02-26 17:00:00,23.36
2024-02-26 18:00:00,17.26
2024-02-26 19:00:00,4.75
2024-02-26 20:00:00,4.25
2024-02-26 21:00:00,3.63
2024-02-26 22:00:00,4.38
2024-02-26 23:00:00,3.52
2024-02-27 00:00:00,3.68
2024-02-27 01:00:00,3.79
2024-02-27 02:00:00,4.17
2024-02-27 03:00:00,4.03
2024-02-27 04:00:00,3.7
2024-02-27 05:00:00,3.55
2024-02-27 06:00:00,4.24
2024-02-27 07:00:00,4.07
2024-02-27 08:00:00,20.59
2024-02-27 09:00:00,17.36
2024-02-27 10:00:00,23.09
2024-02-27 11:00:00,14.76
2024-02-27 12:00:00,20.53
2024-02-27 13:00:00,18.01
2024-02-27 14:00:00,22.52
2024-02-27 15:00:00,19.3
2024-02-27 16:00:00,19.63
2024-02-27 17:00:00,16.06
2024-02-27 18:00:00,20.77
2024-02-27 19:00:00,3.8
2024-02-27 20:00:00,4.03
2024-02-27 21:00:00,3.66
2024-02-27 22:00:00,4.58
2024-02-27 23:00:00,3.68
2024-02-28 00:00:00,3.43
2024-02-28 01:00:00,3.29
2024-02-28 02:00:00,3.26
2024-02-28 03:00:00,4.3
2024-02-28 04:00:00,3.68
2024-02-28 05:00:00,4.36
2024-02-28 06:00:00,4.15
2024-02-28 07:00:00,3.91
2024-02-28 08:00:00,20.67
2024-02-28 09:00:00,18.63
2024-02-28 10:00:00,20.68
2024-02-28 11:00:00,19.92
2024-02-28 12:00:00,19.8
2024-02-28 13:00:00,19.19
2024-02-28 14:00:00,19.44
2024-02-28 15:00:00,21.44
2024-02-28 16:00:00,16.07
2024-02-28 17:00:00,18.57
2024-02-28 18:00:00,19.15
2024-02-28 19:00:00,4.9
2024-02-28 20:00:00,4.44
2024-02-28 21:00:00,3.43
2024-02-28 22:00:00,4.83
2024-02-28 23:00:00,4.03
2024-02-29 00:00:00,4.64
2024-02-29 01:00:00,4.04
2024-02-29 02:00:00,3.42
2024-02-29 03:00:00,4.19
2024-02-29 04:00:00,4.19
2024-02-29 05:00:00,3.51
2024-02-29 06:00:00,4.11
2024-02-29 07:00:00,3.71
2024-02-29 08:00:00,15.97
2024-02-29 09:00:00,15.54
2024-02-29 10:00:00,18.38
2024-02-29 11:00:00,20.94
2024-02-29 12:00:00,17.39
2024-02-29 13:00:00,20.2
2024-02-29 14:00:00,19.55
2024-02-29 15:00:00,18.42
2024-02-29 16:00:00,19.42
2024-02-29 17:00:00,18.77
2024-02-29 18:00:00,21.91
2024-02-29 19:00:00,3.96
2024-02-29 20:00:00,4.56
2024-02-29 21:00:00,3.93
2024-02-29 22:00:00,4.01
2024-02-29 23:00:00,3.76
