Timestamp,kwh,Building,Month,File
2024-01-06 05:00:00,3.95,Campus,Jan,campus_a_jan.csv
2024-01-06 06:00:00,3.81,Campus,Jan,campus_a_jan.csv
2024-01-06 07:00:00,5.02,Campus,Jan,campus_a_jan.csv
2024-01-06 08:00:00,19.61,Campus,Jan,campus_a_jan.csv
2024-01-06 09:00:00,20.1,Campus,Jan,campus_a_jan.csv
2024-01-06 10:00:00,22.93,Campus,Jan,campus_a_jan.csv
2024-01-06 11:00:00,16.33,Campus,Jan,campus_a_jan.csv
2024-01-06 12:00:00,18.0,Campus,Jan,campus_a_jan.csv
2024-01-06 13:00:00,19.53,Campus,Jan,campus_a_jan.csv
2024-01-06 14:00:00,18.01,Campus,Jan,campus_a_jan.csv
2024-01-06 15:00:00,24.23,Campus,Jan,campus_a_jan.csv
2024-01-06 16:00:00,20.81,Campus,Jan,campus_a_jan.csv
2024-01-06 17:00:00,19.17,Campus,Jan,campus_a_jan.csv
2024-01-06 18:00:00,18.72,Campus,Jan,campus_a_jan.csv
2024-01-06 19:00:00,3.07,Campus,Jan,campus_a_jan.csv
2024-01-06 20:00:00,4.14,Campus,Jan,campus_a_jan.csv
2024-01-06 21:00:00,4.56,Campus,Jan,campus_a_jan.csv
2024-01-06 22:00:00,3.28,Campus,Jan,campus_a_jan.csv
2024-01-06 23:00:00,3.79,Campus,Jan,campus_a_jan.csv
2024-01-07 00:00:00,4.35,Campus,Jan,campus_a_jan.csv
2024-01-07 01:00:00,3.94,Campus,Jan,campus_a_jan.csv
2024-01-07 02:00:00,3.49,Campus,Jan,campus_a_jan.csv
2024-01-07 03:00:00,3.75,Campus,Jan,campus_a_jan.csv
2024-01-07 04:00:00,4.0,Campus,Jan,campus_a_jan.csv
2024-01-07 05:00:00,3.96,Campus,Jan,campus_a_jan.csv
2024-01-07 06:00:00,4.07,Campus,Jan,campus_a_jan.csv
2024-01-07 07:00:00,4.62,Campus,Jan,campus_a_jan.csv
2024-01-07 08:00:00,20.98,Campus,Jan,campus_a_jan.csv
2024-01-07 09:00:00,18.02,Campus,Jan,campus_a_jan.csv
2024-01-07 10:00:00,20.19,Campus,Jan,campus_a_jan.csv
2024-01-07 11:00:00,17.99,Campus,Jan,campus_a_jan.csv
2024-01-07 12:00:00,17.89,Campus,Jan,campus_a_jan.csv
2024-01-07 13:00:00,21.18,Campus,Jan,campus_a_jan.csv
2024-01-07 14:00:00,16.46,Campus,Jan,campus_a_jan.csv
2024-01-07 15:00:00,18.1,Campus,Jan,campus_a_jan.csv
2024-01-07 16:00:00,21.41,Campus,Jan,campus_a_jan.csv
2024-01-07 17:00:00,18.61,Campus,Jan,campus_a_jan.csv
2024-01-07 18:00:00,16.87,Campus,Jan,campus_a_jan.csv
2024-01-07 19:00:00,4.91,Campus,Jan,campus_a_jan.csv
2024-01-07 20:00:00,3.97,Campus,Jan,campus_a_jan.csv
2024-01-07 21:00:00,3.28,Campus,Jan,campus_a_jan.csv
2024-01-07 22:00:00,4.11,Campus,Jan,campus_a_jan.csv
2024-01-07 23:00:00,4.33,Campus,Jan,campus_a_jan.csv
2024-01-08 00:00:00,4.18,Campus,Jan,campus_a_jan.csv
2024-01-08 01:00:00,3.77,Campus,Jan,campus_a_jan.csv
2024-01-08 02:00:00,3.34,Campus,Jan,campus_a_jan.csv
2024-01-08 03:00:00,4.17,Campus,Jan,campus_a_jan.csv
2024-01-08 04:00:00,4.43,Campus,Jan,campus_a_jan.csv
2024-01-08 05:00:00,4.32,Campus,Jan,campus_a_jan.csv
2024-01-08 06:00:00,4.47,Campus,Jan,campus_a_jan.csv
2024-01-08 07:00:00,3.65,Campus,Jan,campus_a_jan.csv
2024-01-08 08:00:00,16.7,Campus,Jan,campus_a_jan.csv
2024-01-08 09:00:00,19.77,Campus,Jan,campus_a_jan.csv
2024-01-08 10:00:00,20.71,Campus,Jan,campus_a_jan.csv
2024-01-08 11:00:00,17.53,Campus,Jan,campus_a_jan.csv
2024-01-08 12:00:00,20.46,Campus,Jan,campus_a_jan.csv
2024-01-08 13:00:00,20.08,Campus,Jan,campus_a_jan.csv
2024-01-08 14:00:00,20.34,Campus,Jan,campus_a_jan.csv
2024-01-08 15:00:00,17.31,Campus,Jan,campus_a_jan.csv
2024-01-08 16:00:00,18.2,Campus,Jan,campus_a_jan.csv
2024-01-08 17:00:00,21.66,Campus,Jan,campus_a_jan.csv
2024-01-08 18:00:00,18.91,Campus,Jan,campus_a_jan.csv
2024-01-08 19:00:00,3.25,Campus,Jan,campus_a_jan.csv
2024-01-08 20:00:00,3.3,Campus,Jan,campus_a_jan.csv
2024-01-08 21:00:00,4.54,Campus,Jan,campus_a_jan.csv
2024-01-08 22:00:00,3.8,Campus,Jan,campus_a_jan.csv
2024-01-08 23:00:00,3.75,Campus,Jan,campus_a_jan.csv
2024-01-09 00:00:00,3.71,Campus,Jan,campus_a_jan.csv
2024-01-09 01:00:00,3.71,Campus,Jan,campus_a_jan.csv
2024-01-09 02:00:00,4.69,Campus,Jan,campus_a_jan.csv
2024-01-09 03:00:00,4.25,Campus,Jan,campus_a_jan.csv
2024-01-09 04:00:00,3.78,Campus,Jan,campus_a_jan.csv
2024-01-09 05:00:00,3.62,Campus,Jan,campus_a_jan.csv
2024-01-09 06:00:00,4.25,Campus,Jan,campus_a_jan.csv
2024-01-09 07:00:00,3.94,Campus,Jan,campus_a_jan.csv
2024-01-09 08:00:00,22.48,Campus,Jan,campus_a_jan.csv
2024-01-09 09:00:00,19.9,Campus,Jan,campus_a_jan.csv
2024-01-09 10:00:00,19.86,Campus,Jan,campus_a_jan.csv
2024-01-09 11:00:00,16.58,Campus,Jan,campus_a_jan.csv
2024-01-09 12:00:00,15.88,Campus,Jan,campus_a_jan.csv
2024-01-09 13:00:00,23.68,Campus,Jan,campus_a_jan.csv
2024-01-09 14:00:00,19.91,Campus,Jan,campus_a_jan.csv
2024-01-09 15:00:00,18.91,Campus,Jan,campus_a_jan.csv
2024-01-09 16:00:00,19.74,Campus,Jan,campus_a_jan.csv
2024-01-09 17:00:00,18.35,Campus,Jan,campus_a_jan.csv
2024-01-09 18:00:00,22.38,Campus,Jan,campus_a_jan.csv
2024-01-09 19:00:00,3.86,Campus,Jan,campus_a_jan.csv
2024-01-09 20:00:00,3.89,Campus,Jan,campus_a_jan.csv
2024-01-09 21:00:00,4.46,Campus,Jan,campus_a_jan.csv
2024-01-09 22:00:00,4.34,Campus,Jan,campus_a_jan.csv
2024-01-09 23:00:00,3.28,Campus,Jan,campus_a_jan.csv
2024-01-10 00:00:00,4.45,Campus,Jan,campus_a_jan.csv
2024-01-10 01:00:00,4.69,Campus,Jan,campus_a_jan.csv
2024-01-10 02:00:00,3.85,Campus,Jan,campus_a_jan.csv
2024-01-10 03:00:00,4.09,Campus,Jan,campus_a_jan.csv
2024-01-10 04:00:00,3.47,Campus,Jan,campus_a_jan.csv
2024-01-10 05:00:00,4.58,Campus,Jan,campus_a_jan.csv
2024-01-10 06:00:00,4.0,Campus,Jan,campus_a_jan.csv
2024-01-10 07:00:00,4.03,Campus,Jan,campus_a_jan.csv
2024-01-10 08:00:00,16.65,Campus,Jan,campus_a_jan.csv
2024-01-10 09:00:00,16.58,Campus,Jan,campus_a_jan.csv
2024-01-10 10:00:00,19.44,Campus,Jan,campus_a_jan.csv
2024-01-10 11:00:00,15.54,Campus,Jan,campus_a_jan.csv
2024-01-10 12:00:00,18.53,Campus,Jan,campus_a_jan.csv
2024-01-10 13:00:00,22.36,Campus,Jan,campus_a_jan.csv
2024-01-10 14:00:00,17.43,Campus,Jan,campus_a_jan.csv
2024-01-10 15:00:00,14.92,Campus,Jan,campus_a_jan.csv
2024-01-10 16:00:00,21.73,Campus,Jan,campus_a_jan.csv
2024-01-10 17:00:00,19.44,Campus,Jan,campus_a_jan.csv
2024-01-10 18:00:00,15.33,Campus,Jan,campus_a_jan.csv
2024-01-10 19:00:00,3.82,Campus,Jan,campus_a_jan.csv
2024-01-10 20:00:00,4.49,Campus,Jan,campus_a_jan.csv
2024-01-10 21:00:00,4.39,Campus,Jan,campus_a_jan.csv
2024-01-10 22:00:00,3.0,Campus,Jan,campus_a_jan.csv
2024-01-10 23:00:00,4.14,Campus,Jan,campus_a_jan.csv
2024-01-11 00:00:00,4.9,Campus,Jan,campus_a_jan.csv
2024-01-11 01:00:00,2.96,Campus,Jan,campus_a_jan.csv
2024-01-11 02:00:00,4.3,Campus,Jan,campus_a_jan.csv
2024-01-11 03:00:00,3.34,Campus,Jan,campus_a_jan.csv
2024-01-11 04:00:00,4.05,Campus,Jan,campus_a_jan.csv
2024-01-11 05:00:00,3.53,Campus,Jan,campus_a_jan.csv
2024-01-11 06:00:00,4.36,Campus,Jan,campus_a_jan.csv
2024-01-11 07:00:00,4.42,Campus,Jan,campus_a_jan.csv
2024-01-11 08:00:00,19.08,Campus,Jan,campus_a_jan.csv
2024-01-11 09:00:00,19.84,Campus,Jan,campus_a_jan.csv
2024-01-11 10:00:00,19.67,Campus,Jan,campus_a_jan.csv
2024-01-11 11:00:00,19.27,Campus,Jan,campus_a_jan.csv
2024-01-11 12:00:00,17.95,Campus,Jan,campus_a_jan.csv
2024-01-11 13:00:00,17.33,Campus,Jan,campus_a_jan.csv
2024-01-11 14:00:00,15.72,Campus,Jan,campus_a_jan.csv
2024-01-11 15:00:00,20.02,Campus,Jan,campus_a_jan.csv
2024-01-11 16:00:00,18.69,Campus,Jan,campus_a_jan.csv
2024-01-11 17:00:00,15.93,Campus,Jan,campus_a_jan.csv
2024-01-11 18:00:00,21.62,Campus,Jan,campus_a_jan.csv
2024-01-11 19:00:00,3.12,Campus,Jan,campus_a_jan.csv
2024-01-11 20:00:00,3.86,Campus,Jan,campus_a_jan.csv
2024-01-11 21:00:00,4.58,Campus,Jan,campus_a_jan.csv
2024-01-11 22:00:00,4.82,Campus,Jan,campus_a_jan.csv
2024-01-11 23:00:00,2.99,Campus,Jan,campus_a_jan.csv
2024-01-12 00:00:00,4.43,Campus,Jan,campus_a_jan.csv
2024-01-12 01:00:00,4.07,Campus,Jan,campus_a_jan.csv
2024-01-12 02:00:00,4.42,Campus,Jan,campus_a_jan.csv
2024-01-12 03:00:00,3.79,Campus,Jan,campus_a_jan.csv
2024-01-12 04:00:00,4.47,Campus,Jan,campus_a_jan.csv
2024-01-12 05:00:00,3.91,Campus,Jan,campus_a_jan.csv
2024-01-12 06:00:00,4.85,Campus,Jan,campus_a_jan.csv
2024-01-12 07:00:00,3.95,Campus,Jan,campus_a_jan.csv
2024-01-12 08:00:00,16.99,Campus,Jan,campus_a_jan.csv
2024-01-12 09:00:00,19.42,Campus,Jan,campus_a_jan.csv
2024-01-12 10:00:00,22.42,Campus,Jan,campus_a_jan.csv
2024-01-12 11:00:00,23.54,Campus,Jan,campus_a_jan.csv
2024-01-12 12:00:00,18.28,Campus,Jan,campus_a_jan.csv
2024-01-12 13:00:00,17.69,Campus,Jan,campus_a_jan.csv
2024-01-12 14:00:00,20.78,Campus,Jan,campus_a_jan.csv
2024-01-12 15:00:00,21.56,Campus,Jan,campus_a_jan.csv
2024-01-12 16:00:00,23.7,Campus,Jan,campus_a_jan.csv
2024-01-12 17:00:00,21.0,Campus,Jan,campus_a_jan.csv
2024-01-12 18:00:00,15.28,Campus,Jan,campus_a_jan.csv
2024-01-12 19:00:00,3.68,Campus,Jan,campus_a_jan.csv
2024-01-12 20:00:00,4.24,Campus,Jan,campus_a_jan.csv
2024-01-12 21:00:00,3.45,Campus,Jan,campus_a_jan.csv
2024-01-12 22:00:00,4.3,Campus,Jan,campus_a_jan.csv
2024-01-12 23:00:00,3.51,Campus,Jan,campus_a_jan.csv
2024-01-13 00:00:00,4.69,Campus,Jan,campus_a_jan.csv
2024-01-13 01:00:00,3.05,Campus,Jan,campus_a_jan.csv
2024-01-13 02:00:00,4.46,Campus,Jan,campus_a_jan.csv
2024-01-13 03:00:00,4.17,Campus,Jan,campus_a_jan.csv
2024-01-13 04:00:00,4.1,Campus,Jan,campus_a_jan.csv
2024-01-13 05:00:00,2.91,Campus,Jan,campus_a_jan.csv
2024-01-13 06:00:00,4.11,Campus,Jan,campus_a_jan.csv
2024-01-13 07:00:00,3.73,Campus,Jan,campus_a_jan.csv
2024-01-13 08:00:00,19.55,Campus,Jan,campus_a_jan.csv
2024-01-13 09:00:00,18.97,Campus,Jan,campus_a_jan.csv
2024-01-13 10:00:00,16.2,Campus,Jan,campus_a_jan.csv
2024-01-13 11:00:00,16.66,Campus,Jan,campus_a_jan.csv
2024-01-13 12:00:00,18.02,Campus,Jan,campus_a_jan.csv
2024-01-13 13:00:00,16.8,Campus,Jan,campus_a_jan.csv
2024-01-13 14:00:00,23.54,Campus,Jan,campus_a_jan.csv
2024-01-13 15:00:00,19.56,Campus,Jan,campus_a_jan.csv
2024-01-13 16:00:00,21.11,Campus,Jan,campus_a_jan.csv
2024-01-13 17:00:00,21.08,Campus,Jan,campus_a_jan.csv
2024-01-13 18:00:00,16.25,Campus,Jan,campus_a_jan.csv
2024-01-13 19:00:00,3.82,Campus,Jan,campus_a_jan.csv
2024-01-13 20:00:00,3.06,Campus,Jan,campus_a_jan.csv
2024-01-13 21:00:00,3.74,Campus,Jan,campus_a_jan.csv
2024-01-13 22:00:00,3.21,Campus,Jan,campus_a_jan.csv
2024-01-13 23:00:00,4.72,Campus,Jan,campus_a_jan.csv
2024-01-14 00:00:00,3.95,Campus,Jan,campus_a_jan.csv
2024-01-14 01:00:00,3.89,Campus,Jan,campus_a_jan.csv
2024-01-14 02:00:00,4.27,Campus,Jan,campus_a_jan.csv
2024-01-14 03:00:00,3.86,Campus,Jan,campus_a_jan.csv
2024-01-14 04:00:00,3.43,Campus,Jan,campus_a_jan.csv
2024-01-14 05:00:00,4.61,Campus,Jan,campus_a_jan.csv
2024-01-14 06:00:00,3.48,Campus,Jan,campus_a_jan.csv
2024-01-14 07:00:00,4.93,Campus,Jan,campus_a_jan.csv
2024-01-14 08:00:00,19.88,Campus,Jan,campus_a_jan.csv
2024-01-14 09:00:00,19.2,Campus,Jan,campus_a_jan.csv
2024-01-14 10:00:00,21.01,Campus,Jan,campus_a_jan.csv
2024-01-14 11:00:00,18.47,Campus,Jan,campus_a_jan.csv
2024-01-14 12:00:00,19.15,Campus,Jan,campus_a_jan.csv
2024-01-14 13:00:00,18.49,Campus,Jan,campus_a_jan.csv
2024-01-14 14:00:00,18.26,Campus,Jan,campus_a_jan.csv
2024-01-14 15:00:00,18.37,Campus,Jan,campus_a_jan.csv
2024-01-14 16:00:00,19.86,Campus,Jan,campus_a_jan.csv
2024-01-14 17:00:00,17.92,Campus,Jan,campus_a_jan.csv
2024-01-14 18:00:00,18.82,Campus,Jan,campus_a_jan.csv
2024-01-14 19:00:00,4.64,Campus,Jan,campus_a_jan.csv
2024-01-14 20:00:00,4.15,Campus,Jan,campus_a_jan.csv
2024-01-14 21:00:00,4.12,Campus,Jan,campus_a_jan.csv
2024-01-14 22:00:00,4.12,Campus,Jan,campus_a_jan.csv
2024-01-14 23:00:00,5.08,Campus,Jan,campus_a_jan.csv
2024-01-15 00:00:00,4.31,Campus,Jan,campus_a_jan.csv
2024-01-15 01:00:00,4.62,Campus,Jan,campus_a_jan.csv
2024-01-15 02:00:00,3.28,Campus,Jan,campus_a_jan.csv
2024-01-15 03:00:00,4.39,Campus,Jan,campus_a_jan.csv
2024-01-15 04:00:00,3.46,Campus,Jan,campus_a_jan.csv
2024-01-15 05:00:00,4.53,Campus,Jan,campus_a_jan.csv
2024-01-15 06:00:00,3.32,Campus,Jan,campus_a_jan.csv
2024-01-15 07:00:00,3.79,Campus,Jan,campus_a_jan.csv
2024-01-15 08:00:00,20.37,Campus,Jan,campus_a_jan.csv
2024-01-15 09:00:00,17.54,Campus,Jan,campus_a_jan.csv
2024-01-15 10:00:00,18.33,Campus,Jan,campus_a_jan.csv
2024-01-15 11:00:00,18.84,Campus,Jan,campus_a_jan.csv
2024-01-15 12:00:00,18.16,Campus,Jan,campus_a_jan.csv
2024-01-15 13:00:00,16.03,Campus,Jan,campus_a_jan.csv
2024-01-15 14:00:00,22.45,Campus,Jan,campus_a_jan.csv
2024-01-15 15:00:00,18.27,Campus,Jan,campus_a_jan.csv
2024-01-15 16:00:00,17.47,Campus,Jan,campus_a_jan.csv
2024-01-15 17:00:00,21.73,Campus,Jan,campus_a_jan.csv
2024-01-15 18:00:00,20.02,Campus,Jan,campus_a_jan.csv
2024-01-15 19:00:00,4.68,Campus,Jan,campus_a_jan.csv
2024-01-15 20:00:00,4.46,Campus,Jan,campus_a_jan.csv
2024-01-15 21:00:00,3.98,Campus,Jan,campus_a_jan.csv
2024-01-15 22:00:00,4.67,Campus,Jan,campus_a_jan.csv
2024-01-15 23:00:00,4.26,Campus,Jan,campus_a_jan.csv
2024-01-16 00:00:00,4.64,Campus,Jan,campus_a_jan.csv
2024-01-16 01:00:00,3.89,Campus,Jan,campus_a_jan.csv
2024-01-16 02:00:00,3.9,Campus,Jan,campus_a_jan.csv
2024-01-16 03:00:00,3.7,Campus,Jan,campus_a_jan.csv
2024-01-16 04:00:00,4.06,Campus,Jan,campus_a_jan.csv
2024-01-16 05:00:00,4.08,Campus,Jan,campus_a_jan.csv
2024-01-16 06:00:00,3.79,Campus,Jan,campus_a_jan.csv
2024-01-16 07:00:00,3.73,Campus,Jan,campus_a_jan.csv
2024-01-16 08:00:00,22.87,Campus,Jan,campus_a_jan.csv
2024-01-16 09:00:00,17.68,Campus,Jan,campus_a_jan.csv
2024-01-16 10:00:00,17.78,Campus,Jan,campus_a_jan.csv
2024-01-16 11:00:00,21.32,Campus,Jan,campus_a_jan.csv
2024-01-16 12:00:00,20.92,Campus,Jan,campus_a_jan.csv
2024-01-16 13:00:00,19.16,Campus,Jan,campus_a_jan.csv
2024-01-16 14:00:00,15.34,Campus,Jan,campus_a_jan.csv
2024-01-16 15:00:00,19.77,Campus,Jan,campus_a_jan.csv
2024-01-16 16:00:00,20.85,Campus,Jan,campus_a_jan.csv
2024-01-16 17:00:00,20.62,Campus,Jan,campus_a_jan.csv
2024-01-16 18:00:00,18.97,Campus,Jan,campus_a_jan.csv
2024-01-16 19:00:00,3.77,Campus,Jan,campus_a_jan.csv
2024-01-16 20:00:00,3.97,Campus,Jan,campus_a_jan.csv
2024-01-16 21:00:00,3.52,Campus,Jan,campus_a_jan.csv
2024-01-16 22:00:00,4.12,Campus,Jan,campus_a_jan.csv
2024-01-16 23:00:00,4.53,Campus,Jan,campus_a_jan.csv
2024-01-17 00:00:00,4.95,Campus,Jan,campus_a_jan.csv
2024-01-17 01:00:00,4.08,Campus,Jan,campus_a_jan.csv
2024-01-17 02:00:00,4.49,Campus,Jan,campus_a_jan.csv
